# BUSCO version is: 5.5.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
2754at4891	Complete	h1tg000008l_path:1018054-1015913	1018054	1015913	-	653.6	543	https://www.orthodb.org/v10?query=2754at4891	Eukaryotic translation initiation factor 3 subunit B
2784at4891	Complete	h1tg000002l_path:448696-446579	448696	446579	-	1131.0	586	https://www.orthodb.org/v10?query=2784at4891	Tryptophan synthase
2793at4891	Complete	h1tg000002l_path:446202-443809	446202	443809	-	746.8	559	https://www.orthodb.org/v10?query=2793at4891	Glycosyl hydrolase family 63, N-terminal
2825at4891	Complete	h1tg000007l_path:803404-805635	803404	805635	+	1121.9	599	https://www.orthodb.org/v10?query=2825at4891	Elongation factor G, mitochondrial
2851at4891	Fragmented	h1tg000007l_path:495927-497840	495927	497840	+	644.3	474	https://www.orthodb.org/v10?query=2851at4891	WD40-repeat-containing domain
2862at4891	Complete	h1tg000014l_path:238581-236077	238581	236077	-	1392.6	695	https://www.orthodb.org/v10?query=2862at4891	ATPase, AAA-type, conserved site
2893at4891	Complete	h1tg000008l_path:861764-866107	861764	866107	+	1208.1	845	https://www.orthodb.org/v10?query=2893at4891	Cation-transporting ATPase
2898at4891	Fragmented	h1tg000015l_path:296143-298071	296143	298071	+	759.5	488	https://www.orthodb.org/v10?query=2898at4891	N-acetyl-gamma-glutamyl-phosphate reductase, active site
2905at4891	Complete	h1tg000006l_path:122903-126316	122903	126316	+	390.0	446	https://www.orthodb.org/v10?query=2905at4891	Topoisomerase 1-associated factor 1
2915at4891	Complete	h1tg000008l_path:950519-954294	950519	954294	+	616.6	871	https://www.orthodb.org/v10?query=2915at4891	UDP-glucose:Glycoprotein Glucosyltransferase
2926at4891	Complete	h1tg000003l_path:231363-233711	231363	233711	+	765.8	604	https://www.orthodb.org/v10?query=2926at4891	Ribosome-releasing factor 2, mitochondrial
2971at4891	Complete	h1tg000014l_path:974191-971759	974191	971759	-	1096.3	620	https://www.orthodb.org/v10?query=2971at4891	ClpA/B, conserved site 1
2976at4891	Complete	h1tg000002l_path:452600-454285	452600	454285	+	939.3	499	https://www.orthodb.org/v10?query=2976at4891	Glycosyltransferase family 66 protein
2990at4891	Complete	h1tg000002l_path:266023-261908	266023	261908	-	427.1	598	https://www.orthodb.org/v10?query=2990at4891	Zinc finger, PHD-type
2994at4891	Complete	h1tg000014l_path:1117013-1119739	1117013	1119739	+	749.9	658	https://www.orthodb.org/v10?query=2994at4891	Condensin complex subunit 3
3032at4891	Complete	h1tg000016l_path:239525-241705	239525	241705	+	968.0	586	https://www.orthodb.org/v10?query=3032at4891	Terpene cyclase/mutase family member
3044at4891	Complete	h1tg000002l_path:875287-872280	875287	872280	-	366.8	397	https://www.orthodb.org/v10?query=3044at4891	Mad3/Bub1 homology region 1
3049at4891	Complete	h1tg000012l_path:625654-628070	625654	628070	+	1015.5	655	https://www.orthodb.org/v10?query=3049at4891	DNA replication licensing factor MCM7
3050at4891	Complete	h1tg000002l_path:1021781-1017061	1021781	1017061	-	1090.7	591	https://www.orthodb.org/v10?query=3050at4891	Methionyl-tRNA synthetase
3060at4891	Complete	h1tg000007l_path:677631-674794	677631	674794	-	1114.7	762	https://www.orthodb.org/v10?query=3060at4891	WD40 repeat
3088at4891	Complete	h1tg000016l_path:246569-248705	246569	248705	+	1136.8	597	https://www.orthodb.org/v10?query=3088at4891	Glutamine-dependent NAD(+) synthetase
3096at4891	Complete	h1tg000009l_path:668466-671580	668466	671580	+	460.3	513	https://www.orthodb.org/v10?query=3096at4891	Exocyst complex component SEC8
3141at4891	Complete	h1tg000005l_path:247854-250633	247854	250633	+	663.5	534	https://www.orthodb.org/v10?query=3141at4891	Transcription elongation factor SPT5
3174at4891	Fragmented	h1tg000005l_path:178234-175403	178234	175403	-	361.4	510	https://www.orthodb.org/v10?query=3174at4891	WD40/YVTN repeat-like-containing domain superfamily
3190at4891	Complete	h1tg000003l_path:513589-510089	513589	510089	-	259.5	444	https://www.orthodb.org/v10?query=3190at4891	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal
3223at4891	Complete	h1tg000009l_path:310547-313234	310547	313234	+	319.6	517	https://www.orthodb.org/v10?query=3223at4891	WD40-repeat-containing domain
3246at4891	Complete	h1tg000006l_path:329967-326638	329967	326638	-	1311.5	805	https://www.orthodb.org/v10?query=3246at4891	P-loop containing nucleoside triphosphate hydrolase protein
3287at4891	Complete	h1tg000012l_path:679103-676242	679103	676242	-	993.6	689	https://www.orthodb.org/v10?query=3287at4891	glycoside hydrolase family 31 protein
3292at4891	Complete	h1tg000011l_path:45969-48195	45969	48195	+	666.8	471	https://www.orthodb.org/v10?query=3292at4891	similar to Saccharomyces cerevisiae YAL053W FLC2 Putative FAD transporter
3316at4891	Complete	h1tg000003l_path:497261-500440	497261	500440	+	1084.9	786	https://www.orthodb.org/v10?query=3316at4891	SNF2-related, N-terminal domain
3320at4891	Complete	h1tg000005l_path:290946-294749	290946	294749	+	958.5	1008	https://www.orthodb.org/v10?query=3320at4891	Clustered mitochondria protein homolog
3331at4891	Complete	h1tg000001l_path:108988-107099	108988	107099	-	1124.3	584	https://www.orthodb.org/v10?query=3331at4891	P-loop containing nucleoside triphosphate hydrolase protein
3360at4891	Complete	h1tg000014l_path:821254-825638	821254	825638	+	640.8	773	https://www.orthodb.org/v10?query=3360at4891	Sister chromatid cohesion protein
3385at4891	Complete	h1tg000009l_path:176196-178919	176196	178919	+	615.7	549	https://www.orthodb.org/v10?query=3385at4891	AP-3 complex subunit delta
3388at4891	Complete	h1tg000012l_path:172551-174515	172551	174515	+	685.5	472	https://www.orthodb.org/v10?query=3388at4891	Multisite-specific tRNA
3395at4891	Complete	h1tg000008l_path:158228-155652	158228	155652	-	245.6	345	https://www.orthodb.org/v10?query=3395at4891	WD40-repeat-containing domain
3397at4891	Complete	h1tg000007l_path:642616-639881	642616	639881	-	426.0	584	https://www.orthodb.org/v10?query=3397at4891	Pep3/Vps18/deep orange
3404at4891	Complete	h1tg000006l_path:263040-260552	263040	260552	-	333.9	424	https://www.orthodb.org/v10?query=3404at4891	Serine/threonine-protein phosphatase 4 regulatory subunit 3
3426at4891	Complete	h1tg000008l_path:982517-985327	982517	985327	+	504.9	459	https://www.orthodb.org/v10?query=3426at4891	DNA repair protein REV1
3439at4891	Duplicated	h1tg000007l_path:753718-751037	753718	751037	-	857.9	575	https://www.orthodb.org/v10?query=3439at4891	SLC26A/SulP transporter
3439at4891	Duplicated	h1tg000012l_path:789137-791662	789137	791662	+	865.9	565	https://www.orthodb.org/v10?query=3439at4891	SLC26A/SulP transporter
3472at4891	Complete	h1tg000007l_path:42004-39430	42004	39430	-	644.6	508	https://www.orthodb.org/v10?query=3472at4891	Zn(2)-C6 fungal-type DNA-binding domain
3484at4891	Complete	h1tg000002l_path:478796-476533	478796	476533	-	1212.8	635	https://www.orthodb.org/v10?query=3484at4891	3-isopropylmalate dehydratase
3487at4891	Complete	h1tg000008l_path:285722-282725	285722	282725	-	1407.2	813	https://www.orthodb.org/v10?query=3487at4891	Exosome complex exonuclease RRP44
3494at4891	Complete	h1tg000008l_path:592984-590360	592984	590360	-	400.5	371	https://www.orthodb.org/v10?query=3494at4891	Actin-related protein 8
3496at4891	Complete	h1tg000007l_path:1004895-1007378	1004895	1007378	+	1135.7	700	https://www.orthodb.org/v10?query=3496at4891	ATPase, AAA-type, conserved site
3544at4891	Complete	h1tg000006l_path:140906-144055	140906	144055	+	965.9	705	https://www.orthodb.org/v10?query=3544at4891	Phosphatidylinositol 3-/4-kinase, catalytic domain
3548at4891	Complete	h1tg000003l_path:700461-698176	700461	698176	-	900.0	587	https://www.orthodb.org/v10?query=3548at4891	glycosyltransferase family 39 protein
3559at4891	Complete	h1tg000006l_path:233656-231038	233656	231038	-	443.2	528	https://www.orthodb.org/v10?query=3559at4891	Ribonucleases P/MRP protein subunit POP1
3574at4891	Complete	h1tg000014l_path:258841-263148	258841	263148	+	883.7	1030	https://www.orthodb.org/v10?query=3574at4891	tRNA (guanosine(18)-2'-O)-methyltransferase
3577at4891	Complete	h1tg000014l_path:126752-129962	126752	129962	+	1025.8	535	https://www.orthodb.org/v10?query=3577at4891	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
3593at4891	Complete	h1tg000004l_path:245611-243301	245611	243301	-	983.7	553	https://www.orthodb.org/v10?query=3593at4891	Isomerising glucosamine-fructose-6-phosphate aminotransferase
3596at4891	Complete	h1tg000004l_path:397382-395092	397382	395092	-	718.8	523	https://www.orthodb.org/v10?query=3596at4891	anaphase-promoting complex component
3606at4891	Complete	h1tg000012l_path:618325-616018	618325	616018	-	796.6	578	https://www.orthodb.org/v10?query=3606at4891	TFIID subunit TAF5, NTD2 domain
3616at4891	Complete	h1tg000002l_path:1010851-1007763	1010851	1007763	-	730.7	614	https://www.orthodb.org/v10?query=3616at4891	XPG/Rad2 endonuclease
3680at4891	Missing
3764at4891	Complete	h1tg000006l_path:514882-512693	514882	512693	-	850.0	600	https://www.orthodb.org/v10?query=3764at4891	actin-like ATPase domain-containing protein
3773at4891	Complete	h1tg000011l_path:113255-110745	113255	110745	-	736.1	514	https://www.orthodb.org/v10?query=3773at4891	Leucine-rich repeat
3798at4891	Complete	h1tg000014l_path:931098-933155	931098	933155	+	965.6	543	https://www.orthodb.org/v10?query=3798at4891	Homoaconitase, mitochondrial
3802at4891	Missing
3806at4891	Complete	h1tg000007l_path:699293-696717	699293	696717	-	358.9	421	https://www.orthodb.org/v10?query=3806at4891	Cleavage and polyadenylation specificity factor subunit 2
3824at4891	Complete	h1tg000002l_path:982159-979859	982159	979859	-	835.7	589	https://www.orthodb.org/v10?query=3824at4891	Protein SDA1
3845at4891	Fragmented	h1tg000004l_path:123471-125590	123471	125590	+	544.7	497	https://www.orthodb.org/v10?query=3845at4891	P-loop containing nucleoside triphosphate hydrolase protein
3849at4891	Fragmented	h1tg000006l_path:688797-689942	688797	689942	+	363.0	261	https://www.orthodb.org/v10?query=3849at4891	para-aminobenzoate synthase
3853at4891	Complete	h1tg000009l_path:313728-316712	313728	316712	+	1066.8	827	https://www.orthodb.org/v10?query=3853at4891	binding
3892at4891	Complete	h1tg000005l_path:628850-631755	628850	631755	+	370.1	592	https://www.orthodb.org/v10?query=3892at4891	RNA polymerase II assembly factor Rtp1, C-terminal
3937at4891	Complete	h1tg000002l_path:272997-274505	272997	274505	+	572.1	370	https://www.orthodb.org/v10?query=3937at4891	Methylenetetrahydrofolate reductase
3959at4891	Complete	h1tg000003l_path:133918-131114	133918	131114	-	560.3	497	https://www.orthodb.org/v10?query=3959at4891	Vacuolar protein sorting-associated protein 35
3981at4891	Complete	h1tg000003l_path:265003-262715	265003	262715	-	172.1	254	https://www.orthodb.org/v10?query=3981at4891	BRCT domain
3988at4891	Complete	h1tg000004l_path:442976-440865	442976	440865	-	1112.4	616	https://www.orthodb.org/v10?query=3988at4891	Dynamin, GTPase domain
4017at4891	Complete	h1tg000003l_path:413239-411086	413239	411086	-	940.2	521	https://www.orthodb.org/v10?query=4017at4891	Vacuolar transporter chaperone 4
4022at4891	Complete	h1tg000003l_path:646343-644160	646343	644160	-	435.1	586	https://www.orthodb.org/v10?query=4022at4891	Zinc finger, PHD-type
4034at4891	Complete	h1tg000004l_path:443486-445144	443486	445144	+	798.0	457	https://www.orthodb.org/v10?query=4034at4891	Poly(A) polymerase
4036at4891	Complete	h1tg000014l_path:202959-205019	202959	205019	+	565.5	441	https://www.orthodb.org/v10?query=4036at4891	Biotin--acetyl-CoA-carboxylase ligase
4037at4891	Complete	h1tg000005l_path:392577-394526	392577	394526	+	423.9	444	https://www.orthodb.org/v10?query=4037at4891	mRNA 3'-end-processing protein RNA14
4064at4891	Complete	h1tg000009l_path:479615-476667	479615	476667	-	792.0	620	https://www.orthodb.org/v10?query=4064at4891	Aminoacyl-tRNA synthetase, class Ia
4082at4891	Duplicated	h1tg000009l_path:634903-638010	634903	638010	+	731.5	675	https://www.orthodb.org/v10?query=4082at4891	WD40/YVTN repeat-like-containing domain superfamily
4082at4891	Duplicated	h1tg000012l_path:13869-10849	13869	10849	-	698.2	696	https://www.orthodb.org/v10?query=4082at4891	WD40/YVTN repeat-like-containing domain superfamily
4125at4891	Complete	h1tg000015l_path:128916-130649	128916	130649	+	758.9	443	https://www.orthodb.org/v10?query=4125at4891	Armadillo
4151at4891	Complete	h1tg000016l_path:302301-299518	302301	299518	-	552.7	550	https://www.orthodb.org/v10?query=4151at4891	Sec23/Sec24, helical domain
4175at4891	Complete	h1tg000002l_path:461957-465058	461957	465058	+	346.8	524	https://www.orthodb.org/v10?query=4175at4891	similar to Saccharomyces cerevisiae YGL016W KAP122 Karyopherin beta
4206at4891	Complete	h1tg000013l_path:225684-222934	225684	222934	-	1291.6	742	https://www.orthodb.org/v10?query=4206at4891	WD40-repeat-containing domain
4254at4891	Complete	h1tg000003l_path:390693-388246	390693	388246	-	472.4	531	https://www.orthodb.org/v10?query=4254at4891	Vacuolar protein sorting-associated protein 53
4259at4891	Duplicated	h1tg000005l_path:118962-115801	118962	115801	-	1078.8	664	https://www.orthodb.org/v10?query=4259at4891	Hydroxymethylglutaryl-CoA reductase, class I/II
4259at4891	Duplicated	h1tg000007l_path:45560-42456	45560	42456	-	1061.4	679	https://www.orthodb.org/v10?query=4259at4891	Hydroxymethylglutaryl-CoA reductase, class I/II
4263at4891	Complete	h1tg000009l_path:202493-199458	202493	199458	-	356.2	547	https://www.orthodb.org/v10?query=4263at4891	WD40-repeat-containing domain
4279at4891	Duplicated	h1tg000006l_path:68904-71426	68904	71426	+	635.4	389	https://www.orthodb.org/v10?query=4279at4891	Non-specific serine/threonine protein kinase
4279at4891	Duplicated	h1tg000008l_path:104682-106628	104682	106628	+	559.0	376	https://www.orthodb.org/v10?query=4279at4891	Non-specific serine/threonine protein kinase
4281at4891	Complete	h1tg000006l_path:31402-28844	31402	28844	-	814.3	522	https://www.orthodb.org/v10?query=4281at4891	Polyphosphoinositide phosphatase
4310at4891	Complete	h1tg000012l_path:386332-389232	386332	389232	+	480.8	532	https://www.orthodb.org/v10?query=4310at4891	Peptide hydrolase
4316at4891	Complete	h1tg000012l_path:432021-434279	432021	434279	+	534.0	443	https://www.orthodb.org/v10?query=4316at4891	putative tubulin--tyrosine ligase PBY1
4322at4891	Complete	h1tg000014l_path:1194715-1191863	1194715	1191863	-	717.8	563	https://www.orthodb.org/v10?query=4322at4891	SANT/Myb domain
4326at4891	Complete	h1tg000014l_path:394150-397134	394150	397134	+	1066.5	721	https://www.orthodb.org/v10?query=4326at4891	ATP-dependent RNA helicase DBP10
4330at4891	Complete	h1tg000002l_path:781982-784102	781982	784102	+	861.5	604	https://www.orthodb.org/v10?query=4330at4891	WD40-repeat-containing domain
4336at4891	Complete	h1tg000005l_path:900312-898435	900312	898435	-	520.6	445	https://www.orthodb.org/v10?query=4336at4891	Patatin-like phospholipase domain
4348at4891	Complete	h1tg000014l_path:789177-786268	789177	786268	-	356.1	463	https://www.orthodb.org/v10?query=4348at4891	Exocyst complex component EXOC2/Sec5
4350at4891	Complete	h1tg000012l_path:21293-18180	21293	18180	-	832.6	694	https://www.orthodb.org/v10?query=4350at4891	WD40/YVTN repeat-like-containing domain superfamily
4356at4891	Fragmented	h1tg000002l_path:314804-315889	314804	315889	+	417.1	295	https://www.orthodb.org/v10?query=4356at4891	P-loop containing nucleoside triphosphate hydrolase protein
4360at4891	Complete	h1tg000012l_path:318279-320273	318279	320273	+	698.1	461	https://www.orthodb.org/v10?query=4360at4891	acetyl-CoA synthetase-like protein
4361at4891	Complete	h1tg000009l_path:611652-613499	611652	613499	+	938.6	502	https://www.orthodb.org/v10?query=4361at4891	ATPase, AAA-type, conserved site
4366at4891	Complete	h1tg000005l_path:767841-763156	767841	763156	-	736.8	947	https://www.orthodb.org/v10?query=4366at4891	Zinc finger, RING/FYVE/PHD-type
4369at4891	Complete	h1tg000006l_path:640544-642316	640544	642316	+	806.1	490	https://www.orthodb.org/v10?query=4369at4891	Phospholipid
4373at4891	Complete	h1tg000016l_path:165033-162142	165033	162142	-	1204.5	746	https://www.orthodb.org/v10?query=4373at4891	26S proteasome regulatory subunit RPN1
4400at4891	Complete	h1tg000015l_path:87045-89948	87045	89948	+	1019.2	602	https://www.orthodb.org/v10?query=4400at4891	DNA helicase
4402at4891	Complete	h1tg000007l_path:66814-70560	66814	70560	+	97.5	359	https://www.orthodb.org/v10?query=4402at4891	Hid-1/Ecm30
4428at4891	Complete	h1tg000017l_path:160906-162975	160906	162975	+	630.8	470	https://www.orthodb.org/v10?query=4428at4891	Jacalin-like lectin domain
4448at4891	Complete	h1tg000016l_path:346581-349431	346581	349431	+	526.0	470	https://www.orthodb.org/v10?query=4448at4891	Histone-lysine N-methyltransferase, H3 lysine-4 specific
4466at4891	Complete	h1tg000014l_path:755868-761525	755868	761525	+	961.9	2145	https://www.orthodb.org/v10?query=4466at4891	Pleckstrin homology domain
4474at4891	Complete	h1tg000009l_path:386755-385109	386755	385109	-	1004.3	484	https://www.orthodb.org/v10?query=4474at4891	Elongator complex protein 3
4476at4891	Duplicated	h1tg000003l_path:521446-519488	521446	519488	-	1028.3	512	https://www.orthodb.org/v10?query=4476at4891	heat shock protein 70
4476at4891	Duplicated	h1tg000015l_path:94783-96669	94783	96669	+	967.8	511	https://www.orthodb.org/v10?query=4476at4891	heat shock protein 70
4478at4891	Complete	h1tg000008l_path:1007745-1009656	1007745	1009656	+	757.8	467	https://www.orthodb.org/v10?query=4478at4891	putative electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial
4484at4891	Complete	h1tg000014l_path:167186-164970	167186	164970	-	791.0	507	https://www.orthodb.org/v10?query=4484at4891	DNA ligase
4490at4891	Fragmented	h1tg000002l_path:902487-900751	902487	900751	-	525.5	409	https://www.orthodb.org/v10?query=4490at4891	WD40-repeat-containing domain
4496at4891	Complete	h1tg000016l_path:187216-185291	187216	185291	-	720.7	448	https://www.orthodb.org/v10?query=4496at4891	Aldehyde dehydrogenase domain
4513at4891	Complete	h1tg000008l_path:634264-637173	634264	637173	+	701.3	725	https://www.orthodb.org/v10?query=4513at4891	binding
